p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	aln	tcas	D.Symbol	D.Name	tcas_name	seqnames	start	end	width	strand	product	Chrom
TcasGA2-TC0118001	8.51463647925887e-213	0.590942339940561	1	0.955	9.01444564059137e-209	3	TcasGA2-TC011800	TcasGA2_TC011800	gnl|WGS:AAJJ|TC011800-PA	CG31792	uncharacterized protein Dmel_CG31792, isoform C	TcasGA2-TC011800	CM000284.3	13388637	13393523	4887	-	putative multidrug resistance-associated protein lethal(2)03659-like Protein	9
TcasGA2-TC0026001	1.62536336571155e-211	0.816404915306157	0.988	0.455	1.72077219527882e-207	3	TcasGA2-TC002600	TcasGA2_TC002600	gnl|WGS:AAJJ|TC002600-PA	Argk	arginine kinase, isoform A	TcasGA2-TC002600	CM000278.3	22244228	22245495	1268	-	Arginine kinase-like Protein	3
TcasGA2-TC007513	6.57341399491121e-210	0.54815277040157	0.536	0.152	6.9592733964125e-206	3	TcasGA2-TC007513	TcasGA2_TC007513	gnl|WGS:AAJJ|TC007513-PA	mud	mushroom body defect, isoform H	TcasGA2-TC007513	CM000279.2	3473208	3476238	3031	-	hypothetical protein	4
TcasGA2-TC007863	8.03402853631755e-210	0.51833108070326	0.752	0.274	8.50562601139939e-206	3	TcasGA2-TC007863	TcasGA2_TC007863	gnl|WGS:AAJJ|TC007863-PA	Mocs2A	molybdenum cofactor synthesis 2A	TcasGA2-TC007863	CM000279.2	1810387	1811408	1022	+	hypothetical protein	4
TcasGA2-TC0113481	8.60924119221213e-210	0.624633660969125	0.497	0.135	9.11460365019498e-206	3	TcasGA2-TC011348	TcasGA2_TC011348	gnl|WGS:AAJJ|TC011348-PA	CG13581	uncharacterized protein Dmel_CG13581	TcasGA2-TC011348	CM000285.3	4203390	4204138	749	+	hypothetical protein	10
TcasGA2-TC0063441	4.83859348734545e-208	0.691841070213564	0.822	0.317	5.12261892505262e-204	3	TcasGA2-TC006344	TcasGA2_TC006344	gnl|WGS:AAJJ|TC006344-PA	CG8460	uncharacterized protein Dmel_CG8460	TcasGA2-TC006344	CM000283.3	7531072	7533406	2335	+	Chitinase domain-containing protein 1-like Protein	8
TcasGA2-TC0340241	6.90011785952252e-208	0.581170076571246	0.62	0.197	7.30515477787649e-204	3	TcasGA2-TC034024	TcasGA2_TC034024	gnl|WGS:AAJJ|TC034024-PB	Ir56c	ionotropic receptor 56c	TcasGA2-TC034024	CM000283.3	6306304	6329190	22887	+	hypothetical protein	8
TcasGA2-TC003133	1.11245530649794e-207	0.501284912604789	0.529	0.15	1.17775643298937e-203	3	TcasGA2-TC003133	TcasGA2_TC003133	gnl|WGS:AAJJ|TC003133-PA	CG10804	uncharacterized protein Dmel_CG10804, isoform C	TcasGA2-TC003133	CM000278.3	1302205	1316235	14031	-	Sodium-dependent serotonin transporter-like Protein	3
TcasGA2-TC014768	1.19240227110101e-207	0.92040930537821	0.623	0.2	1.26239628441464e-203	3	TcasGA2-TC014768	TcasGA2_TC014768	gnl|WGS:AAJJ|TC014768-PA	mud	mushroom body defect, isoform H	TcasGA2-TC014768	CM000280.3	14829690	14836637	6948	+	hypothetical protein	5
TcasGA2-TC031109	2.91590194384764e-207	0.657504942766554	0.487	0.132	3.0870653879515e-203	3	TcasGA2-TC031109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TcasGA2-TC0153691	4.62723538637337e-207	0.68922420414741	0.609	0.195	4.89885410355349e-203	3	TcasGA2-TC015369	TcasGA2_TC015369	gnl|WGS:AAJJ|TC015369-PA	RpII15	RNA polymerase II 15kD subunit, isoform B	TcasGA2-TC015369	CM000281.3	33106	35049	1944	+	DNA-directed RNA polymerase II subunit RPB9-like Protein	6
TcasGA2-TC003121	9.97964083888941e-207	0.403191952994042	0.672	0.225	1.05654457561322e-202	3	TcasGA2-TC003121	TcasGA2_TC003121	gnl|WGS:AAJJ|TC003121-PA	CG32276	uncharacterized protein Dmel_CG32276, isoform A	TcasGA2-TC003121	CM000278.3	1418716	1419456	741	-	Stress-associated endoplasmic reticulum protein 2-like Protein	3
TcasGA2-TC0081081	1.26288803924077e-206	0.671053751195905	0.872	0.344	1.3370195671442e-202	3	TcasGA2-TC008108	TcasGA2_TC008108	gnl|WGS:AAJJ|TC008108-PA	Adk1	adenylate kinase 1, isoform A	TcasGA2-TC008108	CM000279.2	5043703	5044382	680	+	hypothetical protein	4
TcasGA2-TC0029601	4.21040944546709e-206	0.570657918849766	0.9	0.368	4.457560479916e-202	3	TcasGA2-TC002960	TcasGA2_TC002960	gnl|WGS:AAJJ|TC002960-PA	CG33523	uncharacterized protein Dmel_CG33523, isoform D	TcasGA2-TC002960	CM000278.3	5777326	5782432	5107	-	Motile sperm domain-containing protein 2-like Protein	3
TcasGA2-TC0028441	1.6375383000743e-205	0.93509161503902	0.999	0.57	1.73366179828867e-201	3	TcasGA2-TC002844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TcasGA2-TC0136681	4.39013370854829e-205	0.651748823168125	0.841	0.326	4.64783455724007e-201	3	TcasGA2-TC013668	TcasGA2_TC013668	gnl|WGS:AAJJ|TC013668-PA	nesd	nessun dorma, isoform A	TcasGA2-TC013668	CM000280.3	6485334	6487278	1945	-	SHC SH2 domain-binding protein 1-like Protein	5
TcasGA2-TC0135391	4.58494057212788e-204	0.683517075175801	0.976	0.447	4.85407658371179e-200	3	TcasGA2-TC013539	TcasGA2_TC013539	gnl|WGS:AAJJ|TC013539-PA	CG31816	uncharacterized protein Dmel_CG31816	TcasGA2-TC013539	CM000280.3	8269642	8270393	752	-	hypothetical protein	5
TcasGA2-TC0132121	4.68010270764274e-203	0.641297613782614	0.909	0.384	4.95482473658136e-199	3	TcasGA2-TC013212	TcasGA2_TC013212	gnl|WGS:AAJJ|TC013212-PA	Ykt6	YKT6 v-SNARE	TcasGA2-TC013212	CM000280.3	12163310	12164416	1107	-	Synaptobrevin homolog YKT6-like Protein	5
TcasGA2-TC0086851	1.51789327220777e-202	0.730658054120987	0.978	0.442	1.60699360728637e-198	3	TcasGA2-TC008685	TcasGA2_TC008685	gnl|WGS:AAJJ|TC008685-PA	Pdh	photoreceptor dehydrogenase, isoform A	TcasGA2-TC008685	CM000282.3	13973273	13975771	2499	+	hypothetical protein	7
TcasGA2-TC0146431	1.41561959110241e-201	0.505309320802262	0.64	0.214	1.49871646110012e-197	3	TcasGA2-TC014643	TcasGA2_TC014643	gnl|WGS:AAJJ|TC014643-PA	Dlg5	discs large 5, isoform D	TcasGA2-TC014643	CM000280.3	12745427	12747406	1980	+	hypothetical protein	5
TcasGA2-TC006281	1.99929893169451e-201	0.391746013840973	0.602	0.189	2.11665777898497e-197	3	TcasGA2-TC006281	TcasGA2_TC006281	gnl|WGS:AAJJ|TC006281-PA	VhaSFD	vacuolar 	TcasGA2-TC006281	CM000283.3	6168002	6178922	10921	+	V-type proton ATPase subunit H-like Protein	8
TcasGA2-TC0149401	1.41705564084601e-200	0.612178210343782	0.889	0.372	1.50023680696367e-196	3	TcasGA2-TC014940	TcasGA2_TC014940	gnl|WGS:AAJJ|TC014940-PA	BoYb	brother of Yb	TcasGA2-TC014940	CM000281.3	7757633	7758775	1143	-	hypothetical protein	6
TcasGA2-TC0104561	2.56214754829955e-200	0.588024714941688	0.734	0.272	2.71254560938474e-196	3	TcasGA2-TC010456	TcasGA2_TC010456	gnl|WGS:AAJJ|TC010456-PA	CG7394	uncharacterized protein Dmel_CG7394, isoform C	TcasGA2-TC010456	CM000280.3	7541080	7541734	655	+	Mitochondrial import inner membrane translocase subunit TIM14-like Protein	5
TcasGA2-TC0119131	3.31016747750504e-200	0.959871484432817	0.997	0.494	3.50447430843459e-196	3	TcasGA2-TC011913	TcasGA2_TC011913	gnl|WGS:AAJJ|TC011913-PA	Sfxn1-3	sideroflexin 1/3, isoform A	TcasGA2-TC011913	CM000284.3	11732035	11733732	1698	-	Sideroflexin-3-like Protein	9
TcasGA2-TC0147781	3.81263166776891e-200	0.889721735494815	0.997	0.517	4.03643314666695e-196	3	TcasGA2-TC014778	TcasGA2_TC014778	gnl|WGS:AAJJ|TC014778-PA	CG9395	uncharacterized protein Dmel_CG9395, isoform D	TcasGA2-TC014778	CM000280.3	14957567	14958003	437	+	hypothetical protein	5
TcasGA2-TC0336181	6.55830850600442e-200	0.666193228979136	0.643	0.215	6.94328121530688e-196	3	TcasGA2-TC033618	TcasGA2_TC033618	gnl|WGS:AAJJ|TC033618-PA	CG3009	uncharacterized protein Dmel_CG3009, isoform D	TcasGA2-TC033618	CM000282.3	4120276	4122248	1973	-	Phospholipase A2-like Protein	7
TcasGA2-TC0029821	5.0114458376708e-199	0.874713826159869	0.998	0.492	5.30561770834208e-195	3	TcasGA2-TC002982	TcasGA2_TC002982	gnl|WGS:AAJJ|TC002982-PA	Muc14A	mucin 14A	TcasGA2-TC002982	CM000278.3	5351277	5351489	213	-	hypothetical protein	3
TcasGA2-TC0125071	1.76368112069801e-198	0.446276250075543	0.765	0.284	1.86720920248298e-194	3	TcasGA2-TC012507	TcasGA2_TC012507	gnl|WGS:AAJJ|TC012507-PA	mrj	mrj, isoform A	TcasGA2-TC012507	CM000284.3	9580755	9589316	8562	+	DnaJ protein homolog 1-like Protein	9
TcasGA2-TC0127081	1.88466042073729e-197	0.485521137661088	0.698	0.247	1.99528998743457e-193	3	TcasGA2-TC012708	TcasGA2_TC012708	gnl|WGS:AAJJ|TC012708-PA	RpL23A	ribosomal protein L23A, isoform B	TcasGA2-TC012708	CM000284.3	13524906	13526200	1295	+	60S ribosomal protein L23a-like Protein	9
TcasGA2-TC0158941	5.33836086821815e-197	0.616788999763769	0.942	0.426	5.65172265118256e-193	3	TcasGA2-TC015894	TcasGA2_TC015894	gnl|WGS:AAJJ|TC015894-PA	Tig	tiggrin, isoform B	TcasGA2-TC015894	CM000282.3	3985333	3986241	909	+	hypothetical protein	7
TcasGA2-TC0067581	2.41318186159692e-195	0.741883766626881	0.564	0.175	2.55483563687266e-191	3	TcasGA2-TC006758	TcasGA2_TC006758	gnl|WGS:AAJJ|TC006758-PA	Rok	Rho kinase, isoform D	TcasGA2-TC006758	CM000283.3	13801169	13804433	3265	+	hypothetical protein	8
TcasGA2-TC006112	2.63185062780512e-195	0.662907933000895	0.535	0.159	2.78634025965728e-191	3	TcasGA2-TC006112	TcasGA2_TC006112	gnl|WGS:AAJJ|TC006112-PA	CG33521	uncharacterized protein Dmel_CG33521, isoform A	TcasGA2-TC006112	CM000283.3	2576095	2587206	11112	+	hypothetical protein	8
TcasGA2-TC0059851	5.00737772971448e-195	0.691576470427608	0.628	0.212	5.30131080244872e-191	3	TcasGA2-TC005985	TcasGA2_TC005985	gnl|WGS:AAJJ|TC005985-PA	CG7860	uncharacterized protein Dmel_CG7860, isoform B	TcasGA2-TC005985	CM000283.3	4182390	4187731	5342	-	putative isoaspartyl peptidase/L-asparaginase CG7860-like Protein	8
TcasGA2-TC0348591	9.22945937832661e-195	0.704090294935029	0.833	0.334	9.77122864383439e-191	3	TcasGA2-TC034859	TcasGA2_TC034859	gnl|WGS:AAJJ|TC034859-PA	CG30429	uncharacterized protein Dmel_CG30429	TcasGA2-TC034859	CM000284.3	1735812	1742791	6980	-	MORN repeat-containing protein 3-like protein	9
TcasGA2-TC0040881	4.12162482212658e-194	0.653719330214664	0.607	0.197	4.36356419918541e-190	3	TcasGA2-TC004088	TcasGA2_TC004088	gnl|WGS:AAJJ|TC004088-PA	CG8003	uncharacterized protein Dmel_CG8003, isoform B	TcasGA2-TC004088	KQ971645.1	18	6260	6243	+	Ankyrin repeat and MYND domain-containing protein 2-like Protein	NA
TcasGA2-TC002468	8.54565139123134e-193	0.604476420473603	0.488	0.138	9.04728112789662e-189	3	TcasGA2-TC002468	TcasGA2_TC002468	gnl|WGS:AAJJ|TC002468-PA	CG4911	uncharacterized protein Dmel_CG4911, isoform B	TcasGA2-TC002468	CM000278.3	28025818	28030800	4983	-	F-box only protein 39-like Protein	3
TcasGA2-TC0162201	1.33158866858293e-192	0.604868830429264	0.742	0.277	1.40975292342875e-188	3	TcasGA2-TC016220	TcasGA2_TC016220	gnl|WGS:AAJJ|TC016220-PA	CG13630	uncharacterized protein Dmel_CG13630	TcasGA2-TC016220	CM000285.3	4367879	4370696	2818	+	Methionine aminopeptidase 1-like Protein	10
TcasGA2-TC0103551	2.43774633030519e-191	0.385896621941743	0.666	0.229	2.5808420398941e-187	3	TcasGA2-TC010355	TcasGA2_TC010355	gnl|WGS:AAJJ|TC010355-PA	PHGPx	PHGPx, isoform D	TcasGA2-TC010355	CM000278.3	24163805	24164928	1124	-	Phospholipid hydroperoxide glutathione peroxidase, mitochondrial-like Protein	3
TcasGA2-TC000976	1.04740318747135e-190	0.556487084124183	0.57	0.178	1.10888575457592e-186	3	TcasGA2-TC000976	TcasGA2_TC000976	gnl|WGS:AAJJ|TC000976-PA	CAH13	carbonic anhydrase 13	TcasGA2-TC000976	CM000277.3	9092691	9093798	1108	+	Carbonic anhydrase 2-like Protein	2
TcasGA2-TC0111151	1.07886414048766e-190	0.619339847600453	0.948	0.417	1.14219346553428e-186	3	TcasGA2-TC011115	TcasGA2_TC011115	gnl|WGS:AAJJ|TC011115-PA	CG18335	uncharacterized protein Dmel_CG18335	TcasGA2-TC011115	KQ971410.1	49399	50786	1388	-	UPF0605 protein CG18335-like Protein	NA
TcasGA2-TC0011711	2.84230935766835e-190	0.579219280824629	0.548	0.169	3.00915291696348e-186	3	TcasGA2-TC001171	TcasGA2_TC001171	gnl|WGS:AAJJ|TC001171-PA	CG5862	uncharacterized protein Dmel_CG5862	TcasGA2-TC001171	CM000277.3	12243709	12244773	1065	+	hypothetical protein	2
TcasGA2-TC0123871	3.41974712816852e-189	0.827988646161886	0.996	0.481	3.62048628459201e-185	3	TcasGA2-TC012387	TcasGA2_TC012387	gnl|WGS:AAJJ|TC012387-PA	CG30357	uncharacterized protein Dmel_CG30357	TcasGA2-TC012387	CM000284.3	6022515	6034171	11657	+	hypothetical protein	9
TcasGA2-TC0329481	9.90588043636718e-189	0.804181398310845	1	0.654	1.04873556179819e-184	3	TcasGA2-TC032948	TcasGA2_TC032948	gnl|WGS:AAJJ|TC032948-PA	Pkn	protein kinase N, isoform E	TcasGA2-TC032948	CM000279.2	9651533	9652785	1253	+	hypothetical protein	4
TcasGA2-TC0141331	1.219043446852e-188	0.667637783986518	0.561	0.177	1.29060129718221e-184	3	TcasGA2-TC014133	TcasGA2_TC014133	gnl|WGS:AAJJ|TC014133-PA	CG46025	uncharacterized protein Dmel_CG46025, isoform C	TcasGA2-TC014133	CM000280.3	6422565	6436655	14091	+	hypothetical protein	5
TcasGA2-TC0332621	4.99489757175938e-188	0.747826558962231	0.986	0.469	5.28809805922166e-184	3	TcasGA2-TC033262	TcasGA2_TC033262	gnl|WGS:AAJJ|TC033262-PA	Traf-like	TNF-receptor-associated factor-like, isoform A	TcasGA2-TC033262	CM000280.3	15085898	15092407	6510	+	hypothetical protein	5
TcasGA2-TC033721	7.28662203351082e-188	0.356602858149951	0.527	0.157	7.71434674687791e-184	3	TcasGA2-TC033721	TcasGA2_TC033721	gnl|WGS:AAJJ|TC033721-PA	scramb2	scramblase 2	TcasGA2-TC033721	CM000282.3	9209379	9215442	6064	-	Phospholipid scramblase 1-like Protein	7
TcasGA2-TC032316	2.49371528744468e-186	0.346260497945459	0.901	0.378	2.64009637481769e-182	3	TcasGA2-TC032316	TcasGA2_TC032316	gnl|WGS:AAJJ|TC032316-PA	sdk	sidekick, isoform E	TcasGA2-TC032316	CM000278.3	1300667	1301825	1159	-	hypothetical protein	3
TcasGA2-TC015628	1.31814825819214e-185	0.499035353306684	0.446	0.121	1.39552356094802e-181	3	TcasGA2-TC015628	TcasGA2_TC015628	gnl|WGS:AAJJ|TC015628-PA	PIP4K	phosphatidylinositol 5-phosphate 4-kinase, isoform B	TcasGA2-TC015628	CM000281.3	3703426	3711316	7891	+	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha-like Protein	6
TcasGA2-TC0027471	9.85713173118292e-185	0.675768911164057	0.526	0.161	1.04357453638034e-180	3	TcasGA2-TC002747	TcasGA2_TC002747	gnl|WGS:AAJJ|TC002747-PA	Dscam1	down syndrome cell adhesion molecule 1, isoform BA	TcasGA2-TC002747	CM000278.3	12619972	12621452	1481	-	hypothetical protein	3
TcasGA2-TC0121741	3.32629273288396e-184	0.864242462241917	1	0.507	3.52154611630424e-180	3	TcasGA2-TC012174	TcasGA2_TC012174	gnl|WGS:AAJJ|TC012174-PA	CG17377	uncharacterized protein Dmel_CG17377, isoform E	TcasGA2-TC012174	CM000284.3	3914583	3915350	768	-	hypothetical protein	9
TcasGA2-TC0333521	4.72898051122138e-184	0.566252048482345	0.541	0.17	5.00657166723008e-180	3	TcasGA2-TC033352	TcasGA2_TC033352	gnl|WGS:AAJJ|TC033352-PA	CG31229	uncharacterized protein Dmel_CG31229	TcasGA2-TC033352	CM000281.3	1570132	1570937	806	-	Mitochondrial import inner membrane translocase subunit Tim22-like Protein	6
TcasGA2-TC0094511	1.08693165414887e-183	0.467872460287158	0.609	0.203	1.15073454224741e-179	3	TcasGA2-TC009451	TcasGA2_TC009451	gnl|WGS:AAJJ|TC009451-PA	CG11449	uncharacterized protein Dmel_CG11449	TcasGA2-TC009451	CM000282.3	1007860	1012104	4245	-	Coiled-coil domain-containing protein 19, mitochondrial-like Protein	7
TcasGA2-TC0093081	1.19592223525792e-183	0.644168501498644	0.668	0.234	1.26612287046756e-179	3	TcasGA2-TC009308	TcasGA2_TC009308	gnl|WGS:AAJJ|TC009308-PA	CG13032	uncharacterized protein Dmel_CG13032	TcasGA2-TC009308	CM000282.3	182762	186559	3798	+	Coiled-coil domain-containing protein 13-like Protein	7
TcasGA2-TC0091991	6.71437749813398e-183	0.785208090896255	0.992	0.473	7.10851145727445e-179	3	TcasGA2-TC009199	TcasGA2_TC009199	gnl|WGS:AAJJ|TC009199-PA	Ppi1	protein phosphatase 1c interacting protein 1, isoform B	TcasGA2-TC009199	CM000282.3	3230325	3235734	5410	-	hypothetical protein	7
TcasGA2-TC0086181	7.78023391060734e-183	0.697099439419942	0.622	0.213	8.23693364115999e-179	3	TcasGA2-TC008618	TcasGA2_TC008618	gnl|WGS:AAJJ|TC008618-PA	chb	chromosome bows, isoform A	TcasGA2-TC008618	CM000282.3	13158853	13170482	11630	+	CLIP-associating protein-like Protein	7
TcasGA2-TC0110911	4.27349349407992e-182	0.488250934060038	0.736	0.284	4.52434756218241e-178	3	TcasGA2-TC011091	TcasGA2_TC011091	gnl|WGS:AAJJ|TC011091-PA	CG13506	uncharacterized protein Dmel_CG13506, isoform B	TcasGA2-TC011091	KQ971410.1	549150	549590	441	-	hypothetical protein	NA
TcasGA2-TC0094901	5.02144520940324e-182	0.67270408176552	0.492	0.147	5.31620404319521e-178	3	TcasGA2-TC009490	TcasGA2_TC009490	gnl|WGS:AAJJ|TC009490-PA	RhoGAP5A	Rho GTPase activating protein at 5A, isoform A	TcasGA2-TC009490	CM000282.3	363220	367664	4445	-	Beta-chimaerin-like Protein	7
TcasGA2-TC0092371	1.16588680091934e-181	0.435886834264544	0.684	0.247	1.23432435613331e-177	3	TcasGA2-TC009237	TcasGA2_TC009237	gnl|WGS:AAJJ|TC009237-PA	CG12948	uncharacterized protein Dmel_CG12948, isoform B	TcasGA2-TC009237	CM000282.3	2815659	2816540	882	-	hypothetical protein	7
TcasGA2-TC011207	1.87928552226424e-181	0.545092041682997	0.549	0.174	1.98959958242115e-177	3	TcasGA2-TC011207	TcasGA2_TC011207	gnl|WGS:AAJJ|TC011207-PA	CG5044	uncharacterized protein Dmel_CG5044, isoform A	TcasGA2-TC011207	CM000285.3	2256073	2257770	1698	-	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like Protein	10
TcasGA2-TC0157601	1.97459315438651e-181	0.612547629890619	0.769	0.297	2.090501772549e-177	3	TcasGA2-TC015760	TcasGA2_TC015760	gnl|WGS:AAJJ|TC015760-PA	CG32436	uncharacterized protein Dmel_CG32436	TcasGA2-TC015760	CM000281.3	7583403	7591799	8397	+	hypothetical protein	6
TcasGA2-TC0309101	2.23937531808067e-181	0.585453675757917	0.837	0.337	2.37082664925201e-177	3	TcasGA2-TC030910	TcasGA2_TC030910	gnl|WGS:AAJJ|TC030910-PA	CG33253	uncharacterized protein Dmel_CG33253, isoform A	TcasGA2-TC030910	CM000281.3	5681033	5691604	10572	+	hypothetical protein	6
TcasGA2-TC011316	4.31975449964838e-181	0.398359981355118	0.487	0.142	4.57332408877774e-177	3	TcasGA2-TC011316	TcasGA2_TC011316	gnl|WGS:AAJJ|TC011316-PA	MagR	magnetic receptor, isoform A	TcasGA2-TC011316	CM000285.3	3202844	3204310	1467	+	Iron-sulfur cluster assembly 1 homolog, mitochondrial-like Protein	10
TcasGA2-TC003007	5.53049490370435e-181	0.506794432032076	0.528	0.162	5.85513495455179e-177	3	TcasGA2-TC003007	TcasGA2_TC003007	gnl|WGS:AAJJ|TC003007-PA	CG8565	uncharacterized protein Dmel_CG8565	TcasGA2-TC003007	CM000278.3	4771234	4776479	5246	-	SRSF protein kinase 2-like Protein	3
TcasGA2-TC0142731	1.54988292037768e-180	0.515060900238943	0.62	0.211	1.64086104780385e-176	3	TcasGA2-TC014273	TcasGA2_TC014273	gnl|WGS:AAJJ|TC014273-PA	Tpr2	tetratricopeptide repeat protein 2, isoform D	TcasGA2-TC014273	CM000280.3	8266020	8269704	3685	+	DnaJ homolog subfamily C member 7-like Protein	5
TcasGA2-TC0028061	9.52814485653081e-180	0.546558375239624	0.659	0.234	1.00874469596092e-175	3	TcasGA2-TC002806	TcasGA2_TC002806	gnl|WGS:AAJJ|TC002806-PA	CG5001	uncharacterized protein Dmel_CG5001, isoform C	TcasGA2-TC002806	CM000278.3	9612577	9618039	5463	-	DnaJ protein homolog 1-like Protein	3
TcasGA2-TC0325771	4.73865234179963e-179	0.628521462453404	0.762	0.299	5.01681123426327e-175	3	TcasGA2-TC032577	TcasGA2_TC032577	gnl|WGS:AAJJ|TC032577-PA	CG13544	uncharacterized protein Dmel_CG13544	TcasGA2-TC032577	CM000278.3	23274141	23285368	11228	-	hypothetical protein	3
TcasGA2-TC0027191	1.51686374363092e-178	0.649497138464253	0.949	0.43	1.60590364538206e-174	3	TcasGA2-TC002719	TcasGA2_TC002719	gnl|WGS:AAJJ|TC002719-PA	cnn	centrosomin, isoform E	TcasGA2-TC002719	CM000278.3	13376113	13391003	14891	-	centrosomin	3
TcasGA2-TC0119401	2.35611529518897e-178	0.529767301912395	0.775	0.306	2.49441926301656e-174	3	TcasGA2-TC011940	TcasGA2_TC011940	gnl|WGS:AAJJ|TC011940-PA	Dis3	Dis3, isoform B	TcasGA2-TC011940	CM000284.3	11278022	11279112	1091	-	hypothetical protein	9
TcasGA2-TC034162	9.97237849684322e-178	0.270683983438517	0.822	0.336	1.05577571146079e-173	3	TcasGA2-TC034162	TcasGA2_TC034162	gnl|WGS:AAJJ|TC034162-PA	cac	cacophony, isoform M	TcasGA2-TC034162	CM000283.3	12728226	12731406	3181	+	hypothetical protein	8
TcasGA2-TC0152571	1.51652902552705e-177	0.465239381746555	0.57	0.187	1.60554927932548e-173	3	TcasGA2-TC015257	TcasGA2_TC015257	gnl|WGS:AAJJ|TC015257-PA	CG30259	uncharacterized protein Dmel_CG30259	TcasGA2-TC015257	CM000283.3	9549575	9551132	1558	+	Coiled-coil domain-containing protein 65-like Protein	8
TcasGA2-TC0013651	4.60962488062538e-177	0.543618345385514	0.742	0.285	4.88020986111809e-173	3	TcasGA2-TC001365	TcasGA2_TC001365	gnl|WGS:AAJJ|TC001365-PA	CG6693	uncharacterized protein Dmel_CG6693, isoform B	TcasGA2-TC001365	CM000277.3	15070321	15071322	1002	+	J domain-containing protein CG6693-like Protein	2
TcasGA2-TC0334931	9.64822401425721e-176	0.587172592176952	0.823	0.337	1.02145747638941e-171	3	TcasGA2-TC033493	TcasGA2_TC033493	gnl|WGS:AAJJ|TC033493-PA	Hsp68	heat shock protein 68	TcasGA2-TC033493	CM000283.3	1631152	1653403	22252	-	Heat shock protein 68-like Protein	8
TcasGA2-TC0113431	4.36305446673561e-175	0.603113607499024	0.459	0.132	4.61916576393299e-171	3	TcasGA2-TC011343	TcasGA2_TC011343	gnl|WGS:AAJJ|TC011343-PA	CG8728	uncharacterized protein Dmel_CG8728	TcasGA2-TC011343	CM000285.3	3979225	3984769	5545	+	Mitochondrial-processing peptidase subunit alpha-like Protein	10
TcasGA2-TC0122711	9.98321609363291e-175	0.697925250135489	0.988	0.496	1.05692308783292e-170	3	TcasGA2-TC012271	TcasGA2_TC012271	gnl|WGS:AAJJ|TC012271-PA	nej	nejire, isoform E	TcasGA2-TC012271	CM000284.3	3470482	3473710	3229	+	hypothetical protein	9
TcasGA2-TC033071	2.0085281356646e-174	0.497200994306142	0.504	0.156	2.12642873722811e-170	3	TcasGA2-TC033071	TcasGA2_TC033071	gnl|WGS:AAJJ|TC033071-PA	Ilk	integrin linked kinase, isoform A	TcasGA2-TC033071	CM000280.3	5732395	5733326	932	+	hypothetical protein	5
TcasGA2-TC0154771	1.70924919074184e-173	0.606801410818977	0.505	0.156	1.80958211823839e-169	3	TcasGA2-TC015477	TcasGA2_TC015477	gnl|WGS:AAJJ|TC015477-PA	CG10254	uncharacterized protein Dmel_CG10254, isoform A	TcasGA2-TC015477	CM000283.3	9419431	9427123	7693	-	hypothetical protein	8
TcasGA2-TC0038381	3.88984991803946e-173	0.44751909062158	0.821	0.335	4.11818410822838e-169	3	TcasGA2-TC003838	TcasGA2_TC003838	gnl|WGS:AAJJ|TC003838-PA	eIF1A	eukaryotic translation initiation factor 1A, isoform C	TcasGA2-TC003838	CM000278.3	22819214	22823948	4735	+	Eukaryotic translation initiation factor 1A, X-chromosomal-like Protein	3
TcasGA2-TC0131181	1.51400851774577e-172	0.504945574238208	0.621	0.216	1.60288081773745e-168	3	TcasGA2-TC013118	TcasGA2_TC013118	gnl|WGS:AAJJ|TC013118-PA	Cdc37	Cdc37	TcasGA2-TC013118	CM000280.3	13509035	13510521	1487	-	Hsp90 co-chaperone Cdc37-like Protein	5
TcasGA2-TC0127071	1.63723537309282e-171	0.68860142475277	0.492	0.151	1.73334108949337e-167	3	TcasGA2-TC012707	TcasGA2_TC012707	gnl|WGS:AAJJ|TC012707-PA	CG15651	uncharacterized protein Dmel_CG15651	TcasGA2-TC012707	CM000284.3	13524402	13524806	405	+	hypothetical protein	9
